,program,course_title,course_unit,equivalent_courses,instructors,notes
HUMA 12300,Humanities,Human Being and Citizen I,100,,,These courses must be taken in sequence. Students registered in this sequence must attend the first and second class sessions or their registration will be dropped.
HUMA 12400,Humanities,Human Being and Citizen II,100,,,These courses must be taken in sequence.
HUMA 12500,Humanities,Human Being and Citizen III,100,,Staff,These courses must be taken in sequence.
HUMA 13500,Humanities,Introduction to the Humanities I,100,,,These courses must be taken in sequence. Students registered in this sequence must attend the first and second class sessions or their registration will be dropped.
HUMA 13600,Humanities,Introduction to the Humanities II,100,,,These courses must be taken in sequence.
HUMA 13700,Humanities,Introduction to the Humanities III,100,,,These courses must be taken in sequence.
HUMA 14000,Humanities,"Reading Cultures: Collection, Travel, Exchange I",100,,,These courses must be taken in sequence. Students registered in this sequence must attend the first and second class sessions or their registration will be dropped.
HUMA 14100,Humanities,"Reading Cultures: Collection, Travel, Exchange II",100,,,These courses must be taken in sequence.
HUMA 14200,Humanities,"Reading Cultures: Collection, Travel, Exchange III",100,,Staff,These courses must be taken in sequence.
HUMA 16000,Humanities,"Media Aesthetics: Image, Text, Sound I",100,,,These courses must be taken in sequence. Students registered in this sequence must attend the first and second class sessions or their registration will be dropped.
HUMA 16100,Humanities,"Media Aesthetics: Image, Text, Sound II",100,,,These courses must be taken in sequence.
HUMA 16200,Humanities,"Media Aesthetics: Image, Text, Sound III",100,,,These courses must be taken in sequence.
HUMA 17000,Humanities,Language and the Human I,100,,,These courses must be taken in sequence. Students registered in this sequence must attend the first and second class sessions or their registration will be dropped.
HUMA 17100,Humanities,Language and the Human II,100,,,These courses must be taken in sequence.
HUMA 17200,Humanities,Language and the Human III,100,,,These courses must be taken in sequence.
HUMA 19100,Humanities,Humanities Writing Seminars,000,,,These seminars are available only in combination with either a two- or a three-quarter general education sequence in the Humanities.
HUMA 20710,Humanities,At the Piano I: Keyboard Studies for Non-Music Majors,100,,C. Bohlman,
HUMA 20711,Humanities,At the Piano II: Keyboard Studies for Non-Music Majors,100,,C. Bohlman,
HUMA 20712,Humanities,At the Piano III: Keyboard Studies for Non-Music Majors,100,,C. Bohlman,
HUMA 20713,Humanities,At the Piano IV: Keyboard Studies for Non-Music Majors,100,,C. Bohlman,
HUMA 25205,Humanities,"Computers, Minds, Intelligence & Data",100,HIPS 25205,M. Browning,
HUMA 29700,Humanities,Reading Course,100,,,Students are required to submit the College Reading and Research Course Form.
SIGN 26000,Humanities,Big: Monumental Buildings and Sculptures Past and Present,100,NEHC 20085,James Osborne,
SIGN 26001,Humanities,Self-Creation as a Philosophical and Literary Problem,100,PHIL 21834,A. Callard,
SIGN 26003,Humanities,Science and Aesthetics in the Eighteenth to the Twenty-First Centuries,100,"CHSS 35506,HIPS 25506,HIST 35506,PHIL 24301,PHIL 34301,HIST 25506",R. Richards,
SIGN 26004,Humanities,Richer and Poorer: Income Inequality,100,"ENGL 36250,ENGL 26250",E. Hadley,
SIGN 26005,Humanities,Introduction to the Middle East,100,"HIST 15801,NEHC 10101",F. Donner,
SIGN 26006,Humanities,Traditional E A Lit: Ghosts and the Fantastic,100,EALC 10600,J. Zeitlin,This course can replace what used to be the Concentrators Seminar to fulfill a requirement as an EALC major.
SIGN 26007,Humanities,Truth,100,LING 26020,Chris Kennedy,
SIGN 26008,Humanities,Japanese History through Film and Other Texts,100,"EALC 24606,HIST 24601",J. Ketelaar,All readings are in English; no knowledge of Japanese is required.
SIGN 26009,Humanities,Making and Meaning in the American Musical,100,,Thomas Christensen,
GEOS 13100,Geophysical Sciences,Physical Geology,100,,A. Campbell,
GEOS 13200,Geophysical Sciences,Earth History,100,,M. Foote,
GEOS 13300,Geophysical Sciences,The Atmosphere,100,"ENST 13300,ENSC 13300",D. Abbot,
GEOS 13400,Geophysical Sciences,Global Warming: Understanding the Forecast,100,"PHSC 13400,ENST 12300,ENSC 13400","D. Archer, D. MacAyeal",
GEOS 13900,Geophysical Sciences,Biological Evolution,100,"BIOS 13123,GEOS 27300",D. Jablonski,
GEOS 20500,Geophysical Sciences,Topics in the Geophysical Sciences,100,GEOS 30500,Staff,
GEOS 21000,Geophysical Sciences,Introduction to Mineralogy,100,,A. Campbell,
GEOS 21005,Geophysical Sciences,Mineral Science,100,GEOS 31005,A. Campbell,
GEOS 21100,Geophysical Sciences,Introduction to Petrology,100,,N. Dauphas,
GEOS 21200,Geophysical Sciences,Physics of the Earth,100,GEOS 31200,"A. Campbell, D. Heinz",
GEOS 21205,Geophysical Sciences,"Introduction to Seismology, Earthquakes, and Near-Surface Earth Seismicity",100,GEOS 31205,D. MacAyeal,
GEOS 21400,Geophysical Sciences,Thermodynamics and Phase Change,100,GEOS 31400,"A. Campbell, D. Heinz",
GEOS 22000,Geophysical Sciences,Origin and Evolution of the Solar System,100,"ASTR 21300,GEOS 32000",F. Ciesla,This course is offered in alternate years.
GEOS 22040,Geophysical Sciences,Formation of Planetary Systems in Our Galaxy: From Dust to Planetesimals,100,GEOS 32040,F. Ciesla,This course is offered in alternate years.
GEOS 22050,Geophysical Sciences,Formation of Planetary Systems in our Galaxy: From Planetesimals to Planets,100,GEOS 32050,F. Ciesla,This course is offered in alternate years.
GEOS 22200,Geophysical Sciences,Geochronology,100,GEOS 32200,N. Dauphas,
GEOS 23205,Geophysical Sciences,Introductory Glaciology,100,GEOS 33205,D. MacAyeal,
GEOS 23400,Geophysical Sciences,Global Warming: Understanding the Forecast,100,ENSC 25200,D. Archer,Some knowledge of chemistry or physics helpful.
GEOS 23800,Geophysical Sciences,Global Biogeochemical Cycles,100,"GEOS 33800,ENSC 23800",J. Waldbauer,
GEOS 23805,Geophysical Sciences,Stable Isotope Biogeochemistry,100,"GEOS 33805,ENSC 23805",A. Colman,
GEOS 23900,Geophysical Sciences,Environmental Chemistry,100,"ENST 23900,GEOS 33900,ENSC 23900","A. Colman, D. Archer",
GEOS 24220,Geophysical Sciences,Climate Foundations,100,GEOS 34220,E. Moyer,Prior programming experience helpful but not required.
GEOS 24230,Geophysical Sciences,Geophysical Fluid Dynamics: Foundations,100,GEOS 34230,D. MacAyeal,
GEOS 24240,Geophysical Sciences,Geophysical Fluid Dynamics: Rotation and Stratification,100,GEOS 34240,D. Abbot,
GEOS 24250,Geophysical Sciences,Geophysical Fluid Dynamics: Understanding the Motions of the Atmosphere and Oceans,100,GEOS 34250,N. Nakamura,
GEOS 24705,Geophysical Sciences,"Energy: Science, Technology, and Human Usage",100,"ENST 24705,GEOS 34705,ENSC 21100",E. Moyer,
GEOS 25400,Geophysical Sciences,Introduction to Numerical Techniques for the Geophysical Sciences,100,GEOS 35400,F. Ciesla,
GEOS 26100,Geophysical Sciences,Phylogenetics and the Fossil Record,100,GEOS 36100,G. Slater,
GEOS 26300,Geophysical Sciences,Invertebrate Paleobiology and Evolution,100,"BIOS 23261,EVOL 32400,GEOS 36300",M. Webster,
GEOS 26600,Geophysical Sciences,Geobiology,100,"ENSC 24000,GEOS 36600","M. Coleman, J. Waldbauer",
GEOS 26650,Geophysical Sciences,Environmental Microbiology,100,ENSC 24500,M. Coleman,
GEOS 26905,Geophysical Sciences,Topics in Conservation Paleobiology,100,"EVOL 36905,GEOS 36905",S. Kidwell,
GEOS 27300,Geophysical Sciences,Biological Evolution,100,"BIOS 13123,GEOS 13900",D. Jablonski,
GEOS 28000,Geophysical Sciences,Introduction to Structural Geology,100,GEOS 38000,D. Rowley,This course is offered in alternate years.
GEOS 28100,Geophysical Sciences,Global Tectonics,100,GEOS 38100,D. Rowley,This course is offered in alternate years.
GEOS 28300,Geophysical Sciences,Principles of Stratigraphy,100,GEOS 38300,S. Kidwell,This course is offered in alternate years.
GEOS 28600,Geophysical Sciences,Earth and Planetary Surface Processes,100,GEOS 38600,E. Kite,
GEOS 29001,Geophysical Sciences,Field Course in Geology,100,,,Interested students should contact the departmental counselor.
GEOS 29002,Geophysical Sciences,Field Course in Modern and Ancient Environments,100,"ENSC 29002,GEOS 39002","S. Kidwell, Staff",Organizational meeting and deposit usually required in Autumn Quarter; interested students should contact an instructor in advance.
GEOS 29005,Geophysical Sciences,Field Course in Environmental Science,100,ENSC 29005,,Interested students should contact the departmental counselor.
GEOS 29700,Geophysical Sciences,Reading and Research in the Geophysical Sciences,100,,,Students are required to submit the College Reading and Research Course Form. Available to nonmajors for P/F grading. Must be taken for a quality grade when used to meet a requirement in the major.
ECON 14510,Economics,Gender and Development,100,"CHDV 14510,SOCI 28070,PBPL 24510,GNSE 14510",A. Gonzalez,
ECON 14810,Economics,Evolution and Economics of Human Behavior,100,"CHDV 37950,PSYC 27950,PSYC 37950,BIOS 29265,CHDV 27950",D. Maestripieri,"CHDV Distribution, A*; 1*"
ECON 19000,Economics,Economics for Everyone,100,,J. List and S. Levitt,
ECON 19800,Economics,Introduction to Microeconomics,100,,"A. Sanderson, J. List",
ECON 19900,Economics,Introduction to Macroeconomics,100,,A. Sanderson,
ECON 20000,Economics,The Elements of Economic Analysis I,100,,,
ECON 20010,Economics,The Elements of Economic Analysis: Honors I,100,,Staff,
ECON 20100,Economics,The Elements of Economic Analysis II,100,,,
ECON 20110,Economics,The Elements of Economic Analysis: Honors II,100,,,
ECON 20200,Economics,The Elements of Economic Analysis III,100,,,
ECON 20210,Economics,The Elements of Economic Analysis: Honors III,100,,,
ECON 20300,Economics,The Elements of Economic Analysis IV,100,,,
ECON 20310,Economics,The Elements of Economic Analysis: Honors IV,100,,,
ECON 20700,Economics,Game Theory and Economic Applications,100,,,
ECON 20710,Economics,Game Theory: A Formal Approach,100,,H. Sonnenschein,
ECON 20740,Economics,Analysis of Collective Decision-Making,100,,R. Van Weelden,
ECON 20770,Economics,Decision and Strategy,100,,B. Brooks,
ECON 20800,Economics,Theory of Auctions,100,,P. Reny,
ECON 20900,Economics,Econometrics: Honors,100,,Staff,
ECON 21000,Economics,Econometrics,100,,,
ECON 21100,Economics,Microeconometrics,100,,Staff,
ECON 21110,Economics,Applied Microeconometrics,100,,J. Joensen,
ECON 21150,Economics,Topics In Applied Econometrics,100,,Staff,
ECON 21200,Economics,Time Series Econometrics,100,,Staff,
ECON 21410,Economics,Computational Methods in Economics,100,,Staff,
ECON 21800,Economics,Experimental Economics,100,ECON 41100,Staff,
ECON 22200,Economics,Topics in American Economic History,100,ECON 32000,D. Galenson,
ECON 22600,Economics,Innovators,100,ECON 42900,D. Galenson,
ECON 22650,Economics,Creativity,100,ECON 42800,D. Galenson,
ECON 23000,Economics,Money and Banking,100,,K. Yoshida,
ECON 23200,Economics,Topics in Macroeconomics,100,,N. Stokey,
ECON 23220,Economics,Introduction to Advanced Macroeconomic Analysis,100,,H. Uhlig,
ECON 23330,Economics,Introduction to Dynamic Economic Modeling,100,,R. Shimer,
ECON 23410,Economics,Economic Growth,100,,U. Akcigit,
ECON 23620,Economics,Inequality: A Perspective from Macroeconomics,100,,G. Kaplan,
ECON 24000,Economics,Labor Economics,100,,Staff,
ECON 24030,Economics,"Understanding Labor Markets: Theory, Empirics, and Policies",100,,T. Lamadon,
ECON 24400,Economics,Pay and Performance,100,,K. Ierulli,
ECON 24450,Economics,Inequality and the Social Safety Net,100,,M. Deshpande,
ECON 24720,Economics,"Inequality: Origins, Dimensions, and Policy",100,"PBPL 28920,BPRO 28900",A. Sanderson and Staff,
ECON 25000,Economics,Finance,100,,Staff,
ECON 25100,Economics,Financial Economics; Speculative Markets,100,,F. Alvarez,
ECON 26020,Economics,Public Sector Economics,100,,C. Mulligan,
ECON 26500,Economics,Environmental Economics,100,ENST 26500,"G. Tolley, S. Shaikh",
ECON 26530,Economics,"Environment, Agriculture, and Food: Economic and Policy Analysis",100,"PBPL 26530,PPHA 32510,ENST 26530",S. Shaikh,
ECON 26540,Economics,"Environment, Agriculture, and Food: Advanced Economic and Policy Analysis",100,"PBPL 26531,PPHA 32520,ENST 26531",S. Shaikh,
ECON 26600,Economics,Economics of Urban Policies,100,"GEOG 26600,GEOG 36600,LLSO 26202,PBPL 24500","G. Tolley, K. Ierulli",
ECON 26700,Economics,Economics of Education,100,PBPL 26700,D. Neal,
ECON 26800,Economics,Energy and Energy Policy,100,"CHSS 37502,ENST 29000,PBPL 29000,PPHA 39201,PSMS 39000,BPRO 29000","S. Berry, G. Tolley",
ECON 27000,Economics,International Economics,100,PBPL 27000,F. Tintelnot,
ECON 28000,Economics,Industrial Organization,100,,M. Dinerstein,
ECON 28100,Economics,The Economics of Sports,100,,A. Sanderson,
ECON 28600,Economics,Economic Analysis of Law,100,PBPL 28605,J. Leitzel,
ECON 28700,Economics,The Economics of Crime,100,PBPL 23200,S. Levitt,
ECON 29700,Economics,Undergraduate Reading and Research,100,,J. Wong,
ECON 29800,Economics,Undergraduate Honors Workshop,100,,"G. Tsiang, V. Lima",
ARTH 10100,Art History,Introduction to Art,100,,,"Students must attend first class to confirm enrollment. For nonmajors, this course meets the general education requirement in the arts."
ARTH 14107,Art History,Greek Art and Archaeology,100,CLCV 21807,R. Neer,"For nonmajors, this course meets the general education requirement in the arts."
ARTH 14115,Art History,Roman Art I: Republican and Early Imperial Art and Architecture,100,CLCV 24115,P. Crowley,"For nonmajors, this course meets the general education requirement in the arts."
ARTH 14200,Art History,From Missionary Images to Image Explosion: Introduction to Medieval Art,100,,A. Kumler,"Students must attend first class to confirm enrollment. For nonmajors, any ARTH 14000 through 16999 course meets the general education requirement in the arts."
ARTH 14215,Art History,Roman Art II: Late Antique and Early Christian Art and Architecture,100,CLCV 24215,P. Crowley,"For nonmajors, this course meets the general education requirement in the arts."
ARTH 14700,Art History,Building Renaissance Italy: A Survey of the Built Environment,100,,N. Atkinson,
ARTH 15600,Art History,Twentieth-Century Art,100,,M. Jackson; T. Zhurauliova,
ARTH 15680,Art History,Art and Language / Word and Image,100,,A. Pop,"For nonmajors, this course meets the general education requirement in the arts."
ARTH 15707,Art History,American Art since the Great War,100,AMER 15707,D. English,"Students must attend first class to confirm enrollment. For nonmajors, any ARTH 14000 through 16999 course meets the general education requirement in the arts."
ARTH 15709,Art History,20th Century Western Architecture,100,,A. Thomas,"Students must attend first class to confirm enrollment. For nonmajors, any ARTH 14000 through 16999 course meets the general education requirement in the arts."
ARTH 16100,Art History,Art of the East: China,100,EALC 16100,"Wu, H.","Students must attend first class to confirm enrollment. For nonmajors, any ARTH 14000 through 16999 course meets the general education requirement in the arts."
ARTH 16211,Art History,Introduction to African Art,100,,C. Fromont,
ARTH 16413,Art History,Maya Art and Architecture,100,LACS 16413,C. Brittenham,"Students must attend first class to confirm enrollment. For nonmajors, any ARTH 14000 through 16999 course meets the general education requirement in the arts."
ARTH 16460,Art History,Modern Latin American Art,100,LACS 16460,M. Sullivan,"Students must attend first class to confirm enrollment. For nonmajors, this course meets the general education requirement in the arts."
